Experiment Name:,151120_CGI002b_phopho_exported_populations
Primary Researcher:,Adeeb Rahman
Compensation used:,File-internal Compensation
Exported at:,December 16 2015 - 02:30 pm
Link to experiment:,https://mtsinai.cytobank.org/cytobank/experiments/15066

FCS Filename,Conditions,Individuals,SampleType,Ungated_EventCounts,Medians_Ungated_Sm147Di--(pSTAT5),Medians_Ungated_Eu153Di--(pSTAT1),Medians_Ungated_Gd156Di--(pp38),Medians_Ungated_Gd158Di--(pSTAT3),Medians_Ungated_Tb159Di--(pMAPKAP2),Medians_Ungated_Dy162Di--(pPLCg2),Medians_Ungated_Dy164Di--(IkBa),Medians_Ungated_Ho165Di--(pCREB),Medians_Ungated_Er167Di--(pERK1_2),Medians_Ungated_Lu175Di--(pS6)
151120_CGI002b_CV7102_auto_live_CD16 monocytes.fcs,auto,CV7102,CD16 monocytes,3247,6.490237236022949,8.720442771911621,17.553165435791016,5.586591720581055,27.840978622436523,93.3337173461914,5.512369632720947,114.4776840209961,0.0,3.601785182952881
151120_CGI002b_CV7102_auto_live_CD1c DCs.fcs,auto,CV7102,CD1c DCs,537,3.2367024421691895,3.962430953979492,28.860671997070312,2.2786624431610107,51.78634262084961,36.59973907470703,28.640186309814453,238.45175170898438,1.4163422584533691,52.08194351196289
151120_CGI002b_CV7102_auto_live_CD4 T cells.fcs,auto,CV7102,CD4 T cells,16768,0.7928488254547119,0.0,8.9218430519104,0.7762641608715057,17.427241325378418,14.979063034057617,8.610216617584229,72.37362289428711,2.5464513301849365,2.448112964630127
151120_CGI002b_CV7102_auto_live_CD8 T cells.fcs,auto,CV7102,CD8 T cells,25675,0.525582492351532,0.0,9.0203857421875,0.0,18.97801971435547,15.569649696350098,5.069374084472656,102.3082504272461,2.2554826736450195,5.577871322631836
151120_CGI002b_CV7102_auto_live_NK cells.fcs,auto,CV7102,NK cells,13303,1.4705661535263062,0.0,8.671561241149902,0.506127119064331,25.64063835144043,37.175201416015625,4.993724822998047,95.71232604980469,0.6312341690063477,1.648511528968811
151120_CGI002b_CV7102_auto_live_NKT cells.fcs,auto,CV7102,NKT cells,8267,0.798270583152771,0.0,7.336552619934082,0.4536442160606384,17.392650604248047,21.548686981201172,4.321946620941162,80.48019409179688,2.875209331512451,2.7274932861328125
151120_CGI002b_CV7102_auto_live_Total.fcs,auto,CV7102,Total,85512,1.336986482143402,0.03757752105593681,10.476160049438477,0.8812185823917389,22.294543266296387,20.44377326965332,5.448025941848755,99.2318000793457,1.7997748851776123,4.260070085525513
151120_CGI002b_CV7102_auto_live_pDCs.fcs,auto,CV7102,pDCs,346,1.6109060049057007,4.687613010406494,20.76210880279541,1.4643988609313965,45.93306350708008,22.715622901916504,5.890798807144165,126.6180534362793,0.29082296788692474,91.37117385864258
151120_CGI002b_CV7102_healthy_live_B cells.fcs,healthy,CV7102,B cells,5254,0.7299905121326447,0.43898144364356995,7.657289743423462,1.5566253662109375,24.682682037353516,15.931038856506348,1.9033277034759521,56.66792106628418,0.0,9.653632164001465
151120_CGI002b_CV7102_healthy_live_Basophils.fcs,healthy,CV7102,Basophils,500,8.033888816833496,2.7325233221054077,24.30074405670166,1.6879923343658447,13.764705181121826,0.7727936804294586,1.0845129489898682,153.74996185302734,1.8676139116287231,8.329113483428955
151120_CGI002b_CV7102_healthy_live_CD14 monocytes.fcs,healthy,CV7102,CD14 monocytes,9924,4.659912347793579,5.81091046333313,32.35391426086426,5.305064678192139,42.234941482543945,29.67120933532715,5.522550821304321,209.67777252197266,1.9360751509666443,8.884308815002441
151120_CGI002b_CV7102_healthy_live_CD16 monocytes.fcs,healthy,CV7102,CD16 monocytes,2774,5.433925151824951,9.441460132598877,17.518878936767578,5.435283899307251,26.003089904785156,83.63955688476562,4.784672498703003,102.92324829101562,0.0,3.5717605352401733
151120_CGI002b_CV7102_healthy_live_CD1c DCs.fcs,healthy,CV7102,CD1c DCs,544,2.7636722326278687,4.479872465133667,27.830717086791992,2.588423490524292,47.30021858215332,36.09351921081543,23.331355094909668,231.7458953857422,1.2971214652061462,50.54255676269531
151120_CGI002b_CV7102_healthy_live_CD4 T cells.fcs,healthy,CV7102,CD4 T cells,20710,0.9510488212108612,0.0,8.51084852218628,0.959804505109787,17.42161464691162,13.946513652801514,8.649287700653076,69.72454833984375,2.909520149230957,2.7255682945251465
151120_CGI002b_CV7102_healthy_live_CD8 T cells.fcs,healthy,CV7102,CD8 T cells,23943,0.6224421262741089,0.0,8.587566375732422,0.0048744408413767815,19.761428833007812,14.393088340759277,4.9162917137146,103.44483947753906,2.84405517578125,5.764931678771973
151120_CGI002b_CV7102_healthy_live_NK cells.fcs,healthy,CV7102,NK cells,12937,1.5182719230651855,0.14667488634586334,8.837491989135742,0.6079709529876709,25.404478073120117,34.15083312988281,4.885044097900391,95.4230728149414,0.7117324471473694,2.0054121017456055
151120_CGI002b_CV7102_healthy_live_NKT cells.fcs,healthy,CV7102,NKT cells,9313,0.8762989044189453,0.0,7.537804126739502,0.650310218334198,18.38938331604004,19.771596908569336,4.08674955368042,82.70330810546875,3.355790853500366,3.2163922786712646
151120_CGI002b_CV7102_healthy_live_Total.fcs,healthy,CV7102,Total,87955,1.3070393800735474,0.12071775645017624,10.08893871307373,1.049606204032898,22.056650161743164,18.559423446655273,5.248629570007324,95.37467193603516,2.0240559577941895,4.412740230560303
151120_CGI002b_CV7102_healthy_live_pDCs.fcs,healthy,CV7102,pDCs,310,1.3246509432792664,4.641535997390747,19.997971534729004,1.2954806685447693,46.344343185424805,20.638867378234863,6.88501238822937,96.76624298095703,0.7591806054115295,96.3430061340332
151120_CGI002b_CV7106_auto_live_B cells.fcs,auto,CV7106,B cells,1266,1.399766206741333,0.08305040746927261,16.314520835876465,2.2931618690490723,32.717790603637695,16.220516204833984,1.8695636987686157,107.67377471923828,0.3193645775318146,14.420012474060059
151120_CGI002b_CV7106_auto_live_Basophils.fcs,auto,CV7106,Basophils,42,1.6200978755950928,2.7974132299423218,11.895559787750244,1.574556052684784,1.1251277327537537,0.13339798152446747,1.2374514937400818,99.19568634033203,2.1563568115234375,8.282088279724121
151120_CGI002b_CV7106_auto_live_CD14 monocytes.fcs,auto,CV7106,CD14 monocytes,10560,4.994944095611572,4.743199110031128,62.74777603149414,5.357593297958374,56.096506118774414,57.099998474121094,9.497822761535645,327.7217254638672,2.524686813354492,16.92786407470703
151120_CGI002b_CV7106_auto_live_CD16 monocytes.fcs,auto,CV7106,CD16 monocytes,2383,5.034016132354736,6.843642234802246,29.061309814453125,4.9525146484375,36.66000747680664,109.23778533935547,7.327901840209961,169.55874633789062,0.41478440165519714,8.460063934326172
151120_CGI002b_CV7106_auto_live_CD1c DCs.fcs,auto,CV7106,CD1c DCs,707,3.207681655883789,3.507477283477783,43.724159240722656,2.5920002460479736,56.416099548339844,50.395790100097656,29.960311889648438,363.2575378417969,1.773863673210144,168.45899963378906
151120_CGI002b_CV7106_auto_live_CD4 T cells.fcs,auto,CV7106,CD4 T cells,28739,0.6976832747459412,0.0,11.911232948303223,1.3296570777893066,23.27573585510254,9.426042556762695,17.17179298400879,125.28218841552734,3.860837936401367,4.3354926109313965
151120_CGI002b_CV7106_auto_live_CD8 T cells.fcs,auto,CV7106,CD8 T cells,9035,0.6031297445297241,0.0,13.009982109069824,0.5216355919837952,24.228586196899414,9.310297966003418,13.284712791442871,137.3988037109375,2.876399040222168,7.1607818603515625
151120_CGI002b_CV7106_auto_live_NK cells.fcs,auto,CV7106,NK cells,6983,0.9242891669273376,0.0,11.036932945251465,0.7362175583839417,24.838071823120117,24.93712615966797,4.451203346252441,106.18657684326172,0.6426883935928345,1.9465159177780151
151120_CGI002b_CV7106_auto_live_NKT cells.fcs,auto,CV7106,NKT cells,8636,0.7365084290504456,0.0,9.1282377243042,1.129241943359375,23.019804000854492,18.321048736572266,5.902143955230713,97.36748123168945,3.0517802238464355,2.203127145767212
151120_CGI002b_CV7106_auto_live_Total.fcs,auto,CV7106,Total,70337,1.287170171737671,0.0,15.023575782775879,1.6771020889282227,27.529373168945312,14.915539741516113,10.52035903930664,140.67823791503906,2.7344539165496826,5.4933552742004395
151120_CGI002b_CV7106_auto_live_pDCs.fcs,auto,CV7106,pDCs,423,2.05682110786438,3.9854118824005127,28.81976318359375,2.1395480632781982,56.43576431274414,30.97046661376953,13.49891471862793,344.5675354003906,0.6933535933494568,122.27857208251953
151120_CGI002b_CV7106_healthy_live_B cells.fcs,healthy,CV7106,B cells,1214,1.2787827849388123,0.0,14.02333688735962,2.4416422843933105,30.936875343322754,17.77647304534912,1.828965187072754,87.45094680786133,0.0,14.723814964294434
151120_CGI002b_CV7106_healthy_live_Basophils.fcs,healthy,CV7106,Basophils,25,1.2528479099273682,1.5340057611465454,14.44150161743164,0.33404186367988586,1.9041346311569214,0.0,1.6316577196121216,120.96727752685547,0.8001019358634949,9.986580848693848
151120_CGI002b_CV7106_healthy_live_CD14 monocytes.fcs,healthy,CV7106,CD14 monocytes,7978,4.959022045135498,4.35303807258606,55.819923400878906,5.073218822479248,52.73776054382324,50.70966720581055,9.343404293060303,299.7603454589844,2.3785709142684937,17.163783073425293
151120_CGI002b_CV7106_healthy_live_CD16 monocytes.fcs,healthy,CV7106,CD16 monocytes,1941,5.075837135314941,6.35610294342041,25.22391128540039,4.702081203460693,32.381103515625,107.66532135009766,7.103725433349609,146.5269317626953,0.41677358746528625,8.084442138671875
151120_CGI002b_CV7106_healthy_live_CD1c DCs.fcs,healthy,CV7106,CD1c DCs,605,3.220806360244751,2.6937272548675537,38.04046630859375,3.002607583999634,53.39497375488281,46.83477783203125,31.262670516967773,326.9849853515625,1.2201530933380127,138.35369873046875
151120_CGI002b_CV7106_healthy_live_CD4 T cells.fcs,healthy,CV7106,CD4 T cells,36176,0.741405725479126,0.0,10.839198112487793,1.0963165163993835,21.522526741027832,10.701172828674316,16.90719223022461,107.10354995727539,3.770792603492737,3.746902346611023
151120_CGI002b_CV7106_healthy_live_CD8 T cells.fcs,healthy,CV7106,CD8 T cells,10134,0.607804536819458,0.0,11.654836654663086,0.34661635756492615,22.541312217712402,10.035584449768066,13.524783611297607,117.20513534545898,2.716300129890442,5.707984924316406
151120_CGI002b_CV7106_healthy_live_NK cells.fcs,healthy,CV7106,NK cells,7632,0.8870035111904144,0.0,9.66239881515503,0.6552458107471466,23.093534469604492,26.47217559814453,4.742996692657471,92.03438568115234,0.510278731584549,1.816822111606598
151120_CGI002b_CV7106_healthy_live_NKT cells.fcs,healthy,CV7106,NKT cells,9158,0.7849012017250061,0.0,8.055973052978516,1.1511120796203613,21.42772102355957,19.476762771606445,6.0204973220825195,83.49489974975586,2.9736932516098022,1.9764318466186523
151120_CGI002b_CV7106_healthy_live_Total.fcs,healthy,CV7106,Total,76498,1.1360273957252502,0.0,12.43349027633667,1.3433097004890442,24.218533515930176,14.868475914001465,11.145252227783203,115.10747146606445,2.73603093624115,4.447209119796753
151120_CGI002b_CV7106_healthy_live_pDCs.fcs,healthy,CV7106,pDCs,297,2.1970770359039307,4.307257652282715,27.91983413696289,2.4632575511932373,52.336647033691406,33.23713684082031,12.814892768859863,302.515625,0.8046537637710571,127.58477783203125
151120_CGI002b_CV7107_auto_live_B cells.fcs,auto,CV7107,B cells,9032,0.7443967163562775,0.0,8.47500467300415,2.289970874786377,26.04326343536377,13.282718181610107,1.2135807275772095,82.15254592895508,0.0,11.448880195617676
151120_CGI002b_CV7107_auto_live_Basophils.fcs,auto,CV7107,Basophils,108,1.2918059825897217,0.6923847496509552,22.97037124633789,1.2894983291625977,10.815950393676758,0.0,0.0,150.36123657226562,1.9869711995124817,11.743042945861816
151120_CGI002b_CV7107_auto_live_CD14 monocytes.fcs,auto,CV7107,CD14 monocytes,5770,5.761371850967407,3.2729538679122925,40.62347984313965,4.86952805519104,46.52771186828613,38.88584899902344,9.9016695022583,263.1339874267578,2.5159748792648315,17.08793544769287
151120_CGI002b_CV7107_auto_live_CD16 monocytes.fcs,auto,CV7107,CD16 monocytes,478,8.043194770812988,6.854188680648804,22.58769416809082,5.6028289794921875,34.36474418640137,123.36581039428711,7.7702555656433105,204.74906158447266,0.3848905563354492,7.070258140563965
151120_CGI002b_CV7107_auto_live_CD1c DCs.fcs,auto,CV7107,CD1c DCs,447,2.845548152923584,2.152106285095215,38.62602233886719,2.2135367393493652,49.98478698730469,39.10468673706055,31.332195281982422,305.9649658203125,2.1031453609466553,75.39788818359375
151120_CGI002b_CV7107_auto_live_CD4 T cells.fcs,auto,CV7107,CD4 T cells,13798,0.7129727900028229,0.0,8.902307987213135,0.9067730009555817,18.18138599395752,10.019970893859863,12.811610698699951,89.87943267822266,3.0977745056152344,3.3840469121932983
151120_CGI002b_CV7107_auto_live_CD8 T cells.fcs,auto,CV7107,CD8 T cells,9235,0.35092055797576904,0.0,8.383774757385254,0.0,18.224475860595703,10.246257781982422,9.416610717773438,103.33648681640625,2.6235852241516113,5.297235012054443
151120_CGI002b_CV7107_auto_live_NK cells.fcs,auto,CV7107,NK cells,9338,0.6883635818958282,0.0,6.18796181678772,0.33889153599739075,16.04895305633545,22.456168174743652,4.563156366348267,69.91952896118164,0.0,1.3873454928398132
151120_CGI002b_CV7107_auto_live_NKT cells.fcs,auto,CV7107,NKT cells,4812,0.5292062163352966,0.0,6.157015323638916,0.5868439674377441,14.745843410491943,16.78752613067627,5.400259494781494,76.21721649169922,2.613649368286133,2.329731583595276
151120_CGI002b_CV7107_auto_live_Total.fcs,auto,CV7107,Total,54176,1.0167983770370483,0.0,9.363720893859863,1.1940279006958008,20.875115394592285,14.809875011444092,6.683542728424072,95.7049331665039,1.5605802536010742,4.792020797729492
151120_CGI002b_CV7107_auto_live_pDCs.fcs,auto,CV7107,pDCs,94,1.76657372713089,3.8016330003738403,25.82801342010498,1.8563759326934814,51.27511024475098,35.29841423034668,12.59147024154663,150.9221954345703,0.25574296712875366,50.59758758544922
151120_CGI002b_CV7107_healthy_live_B cells.fcs,healthy,CV7107,B cells,15592,0.6007556915283203,0.0,7.572477102279663,2.338510036468506,25.876904487609863,13.074779987335205,0.834221214056015,56.79241752624512,0.0,9.829736232757568
151120_CGI002b_CV7107_healthy_live_Basophils.fcs,healthy,CV7107,Basophils,239,0.7869166731834412,1.0472538471221924,27.180587768554688,1.0197691917419434,12.41628646850586,0.0,0.0,149.82388305664062,1.4457669258117676,14.157450675964355
151120_CGI002b_CV7107_healthy_live_CD14 monocytes.fcs,healthy,CV7107,CD14 monocytes,12822,5.501583576202393,3.607627034187317,34.09355545043945,4.920506000518799,45.359710693359375,39.18535041809082,9.12859582901001,245.5564727783203,2.2017531394958496,12.515233039855957
151120_CGI002b_CV7107_healthy_live_CD16 monocytes.fcs,healthy,CV7107,CD16 monocytes,1091,7.7041096687316895,7.973755836486816,22.42694854736328,6.187246799468994,37.30879211425781,130.8291778564453,7.483574867248535,169.08460998535156,0.6530104279518127,6.1768012046813965
151120_CGI002b_CV7107_healthy_live_CD1c DCs.fcs,healthy,CV7107,CD1c DCs,891,3.195152521133423,2.2279810905456543,30.25542449951172,1.9162291288375854,46.836204528808594,39.80010986328125,29.641956329345703,287.77825927734375,1.760184645652771,55.75453567504883
151120_CGI002b_CV7107_healthy_live_CD4 T cells.fcs,healthy,CV7107,CD4 T cells,37762,0.6628174483776093,0.0,7.558516263961792,0.9157977998256683,16.673120498657227,10.664378643035889,12.472695350646973,74.56365585327148,2.9867875576019287,3.077635407447815
151120_CGI002b_CV7107_healthy_live_CD8 T cells.fcs,healthy,CV7107,CD8 T cells,22307,0.37064990401268005,0.0,7.478046417236328,0.0,18.04477310180664,11.195124626159668,9.313542366027832,94.7182388305664,2.465670108795166,4.518601894378662
151120_CGI002b_CV7107_healthy_live_NK cells.fcs,healthy,CV7107,NK cells,18965,0.7827935218811035,0.0,5.947576999664307,0.29392871260643005,16.348690032958984,24.599294662475586,4.489055156707764,63.00481033325195,0.0,1.3442292213439941
151120_CGI002b_CV7107_healthy_live_NKT cells.fcs,healthy,CV7107,NKT cells,10226,0.6173270046710968,0.0,6.0679931640625,0.5970690846443176,15.243205070495605,17.395246505737305,5.356897354125977,69.03577041625977,2.4571971893310547,2.1490405797958374
151120_CGI002b_CV7107_healthy_live_Total.fcs,healthy,CV7107,Total,122099,0.9802786111831665,0.0,8.382615089416504,1.1346608400344849,19.964929580688477,14.871685028076172,7.20939826965332,82.06480407714844,1.6841334104537964,4.17872428894043
151120_CGI002b_CV7107_healthy_live_pDCs.fcs,healthy,CV7107,pDCs,171,1.7869526147842407,3.305894374847412,21.96649932861328,1.641316533088684,49.0212516784668,23.258329391479492,8.739316940307617,193.05674743652344,0.34099292755126953,66.33316802978516
151120_CGI002b_CV7110_auto_live_B cells.fcs,auto,CV7110,B cells,2647,1.6094579696655273,0.0,10.370013236999512,1.9289990663528442,30.28260612487793,23.865726470947266,1.7009788751602173,80.71109771728516,0.0,12.285615921020508
151120_CGI002b_CV7110_auto_live_Basophils.fcs,auto,CV7110,Basophils,251,1.2905809879302979,4.031268119812012,40.52748107910156,0.713600218296051,16.640108108520508,0.06540883332490921,0.7730615735054016,133.47035217285156,2.5162856578826904,11.347588539123535
151120_CGI002b_CV7110_auto_live_CD14 monocytes.fcs,auto,CV7110,CD14 monocytes,7997,4.568216323852539,3.0402402877807617,38.40612030029297,5.106515407562256,47.400569915771484,35.07184982299805,11.135239601135254,279.2455139160156,2.396519422531128,19.624494552612305
151120_CGI002b_CV7110_auto_live_CD16 monocytes.fcs,auto,CV7110,CD16 monocytes,221,4.800162315368652,3.801992654800415,20.838817596435547,4.150057315826416,37.788631439208984,66.34480285644531,8.766127586364746,157.48388671875,0.7363577485084534,7.280556678771973
151120_CGI002b_CV7110_auto_live_CD1c DCs.fcs,auto,CV7110,CD1c DCs,309,3.3213038444519043,1.9394173622131348,31.986604690551758,2.9586241245269775,56.6680793762207,44.21540069580078,39.06626892089844,309.6605224609375,2.3732943534851074,67.03794860839844
151120_CGI002b_CV7110_auto_live_CD4 T cells.fcs,auto,CV7110,CD4 T cells,14736,0.5019804537296295,0.0,8.47007703781128,0.5798464119434357,19.821815490722656,11.403716087341309,12.064131736755371,78.40231323242188,2.888643264770508,2.226719617843628
151120_CGI002b_CV7110_auto_live_CD8 T cells.fcs,auto,CV7110,CD8 T cells,8657,0.24388431012630463,0.0,9.0798978805542,0.0008848144207149744,20.48368263244629,13.412148475646973,10.36751651763916,84.03990173339844,2.497143507003784,2.606609582901001
151120_CGI002b_CV7110_auto_live_NK cells.fcs,auto,CV7110,NK cells,7693,1.1219112873077393,0.0,8.727458953857422,0.36684107780456543,27.847843170166016,33.71706008911133,5.915947437286377,86.34305572509766,0.37747833132743835,1.3087047338485718
151120_CGI002b_CV7110_auto_live_NKT cells.fcs,auto,CV7110,NKT cells,4259,0.7373107671737671,0.0,7.195694446563721,0.6184619069099426,20.974700927734375,30.487030029296875,2.68558931350708,61.179954528808594,3.003746747970581,0.4866526424884796
151120_CGI002b_CV7110_auto_live_Total.fcs,auto,CV7110,Total,47743,1.1468164920806885,0.0,10.74405574798584,1.0855791568756104,25.339670181274414,19.27805519104004,8.008708000183105,94.13274383544922,2.025995969772339,3.40860652923584
151120_CGI002b_CV7110_auto_live_pDCs.fcs,auto,CV7110,pDCs,218,1.1925424337387085,2.5611155033111572,23.072093963623047,1.7627587914466858,53.78175926208496,25.69329833984375,8.458731651306152,119.97757720947266,0.21316003799438477,129.74105834960938
151120_CGI002b_CV7110_healthy_live_B cells.fcs,healthy,CV7110,B cells,2236,1.4339871406555176,0.04434245452284813,9.944018363952637,2.211063265800476,30.815463066101074,25.90337085723877,1.2537651658058167,69.9969711303711,0.0,13.485441207885742
151120_CGI002b_CV7110_healthy_live_Basophils.fcs,healthy,CV7110,Basophils,199,0.0,3.552114963531494,53.773658752441406,1.374402403831482,17.390769958496094,0.0,0.0249076709151268,111.38078308105469,1.7709695100784302,9.795272827148438
151120_CGI002b_CV7110_healthy_live_CD14 monocytes.fcs,healthy,CV7110,CD14 monocytes,6156,4.644275426864624,3.251537561416626,41.88330268859863,5.122856140136719,46.18739318847656,41.50543785095215,10.565760135650635,263.8221435546875,2.04114830493927,13.929296493530273
151120_CGI002b_CV7110_healthy_live_CD16 monocytes.fcs,healthy,CV7110,CD16 monocytes,128,6.848943710327148,6.282257556915283,24.259766578674316,5.584288120269775,36.810001373291016,111.4382209777832,8.383678436279297,171.2744140625,0.6791593134403229,7.86513876914978
151120_CGI002b_CV7110_healthy_live_CD1c DCs.fcs,healthy,CV7110,CD1c DCs,309,3.472459077835083,1.30231773853302,30.868459701538086,2.580299139022827,51.012542724609375,53.0157470703125,36.47568130493164,282.0291442871094,1.4081718921661377,47.83478546142578
151120_CGI002b_CV7110_healthy_live_CD4 T cells.fcs,healthy,CV7110,CD4 T cells,17289,0.6683950424194336,0.0,8.534521102905273,0.8407942056655884,19.965377807617188,12.144512176513672,12.04317855834961,75.51582336425781,2.6536357402801514,2.085066318511963
151120_CGI002b_CV7110_healthy_live_CD8 T cells.fcs,healthy,CV7110,CD8 T cells,8531,0.6036692261695862,0.0,8.83441162109375,0.2201869636774063,20.648223876953125,14.582432746887207,11.129733085632324,85.47164154052734,2.226264238357544,2.486593246459961
151120_CGI002b_CV7110_healthy_live_NK cells.fcs,healthy,CV7110,NK cells,6912,1.3863033056259155,0.052164604887366295,9.089592456817627,0.6769776940345764,26.853057861328125,37.346872329711914,5.681220769882202,89.59869003295898,0.28392963111400604,1.5657784938812256
151120_CGI002b_CV7110_healthy_live_NKT cells.fcs,healthy,CV7110,NKT cells,4204,1.1366623044013977,0.0,7.383318901062012,0.8639505803585052,21.59661102294922,35.657833099365234,3.179497480392456,63.7578067779541,3.010329008102417,0.7644221186637878
151120_CGI002b_CV7110_healthy_live_Total.fcs,healthy,CV7110,Total,46789,1.2163630723953247,0.0,10.352261543273926,1.1751885414123535,24.246826171875,20.05937957763672,8.32205867767334,89.55170440673828,1.9401330947875977,2.968026638031006
151120_CGI002b_CV7110_healthy_live_pDCs.fcs,healthy,CV7110,pDCs,172,1.5009901523590088,2.294339418411255,22.379488945007324,1.6577683687210083,47.478166580200195,29.36308193206787,7.597762823104858,137.8493194580078,0.47411075234413147,104.51722717285156
151120_CGI002b_CV7111_auto_live_B cells.fcs,auto,CV7111,B cells,766,1.105215311050415,0.42363062500953674,12.343474388122559,1.983213484287262,29.671286582946777,14.271897315979004,2.7722866535186768,89.67013549804688,0.4936809688806534,9.14686632156372
151120_CGI002b_CV7111_auto_live_Basophils.fcs,auto,CV7111,Basophils,36,1.08781898021698,3.371532678604126,5.9239959716796875,0.6929191797971725,1.8674858212471008,0.0,0.7597570717334747,105.50610733032227,1.3787269592285156,7.540300369262695
151120_CGI002b_CV7111_auto_live_CD14 monocytes.fcs,auto,CV7111,CD14 monocytes,5377,2.8259003162384033,3.460040330886841,65.17535400390625,3.9761922359466553,59.71696853637695,18.54450798034668,1.7747985124588013,282.5621032714844,3.4176132678985596,27.706172943115234
151120_CGI002b_CV7111_auto_live_CD16 monocytes.fcs,auto,CV7111,CD16 monocytes,708,6.548262357711792,9.418179512023926,19.079834938049316,6.745785236358643,36.151262283325195,148.83455657958984,5.376051902770996,160.99322509765625,0.5706529319286346,6.475751638412476
151120_CGI002b_CV7111_auto_live_CD1c DCs.fcs,auto,CV7111,CD1c DCs,169,2.7177369594573975,2.936149835586548,44.928428649902344,2.7440757751464844,66.09844970703125,43.26061248779297,13.911016464233398,457.7976989746094,2.641667366027832,112.22088623046875
151120_CGI002b_CV7111_auto_live_CD4 T cells.fcs,auto,CV7111,CD4 T cells,10525,1.3099007606506348,0.2138674110174179,7.083284854888916,1.293877124786377,21.211410522460938,16.92177391052246,9.421192169189453,75.64521789550781,4.338078022003174,1.6519697904586792
151120_CGI002b_CV7111_auto_live_CD8 T cells.fcs,auto,CV7111,CD8 T cells,2269,1.100289225578308,0.0,9.126703262329102,0.39028826355934143,27.514572143554688,18.834598541259766,5.514112949371338,117.10026550292969,3.0337276458740234,4.627726078033447
151120_CGI002b_CV7111_auto_live_NK cells.fcs,auto,CV7111,NK cells,8903,1.9158861637115479,0.448158323764801,10.981518745422363,0.8989347815513611,33.20663833618164,38.55257034301758,6.793618679046631,118.47320556640625,1.200205683708191,2.8451485633850098
151120_CGI002b_CV7111_auto_live_NKT cells.fcs,auto,CV7111,NKT cells,4445,1.1637611389160156,0.21127846837043762,7.369211673736572,0.9855874180793762,24.922746658325195,30.478025436401367,4.499049186706543,90.30004119873047,3.504246711730957,2.4309847354888916
151120_CGI002b_CV7111_auto_live_Total.fcs,auto,CV7111,Total,36776,1.6320812702178955,0.8902426064014435,11.99538516998291,1.5502896308898926,29.73330593109131,22.22111415863037,5.074687242507935,114.73848342895508,2.6879385709762573,4.32431173324585
151120_CGI002b_CV7111_auto_live_pDCs.fcs,auto,CV7111,pDCs,273,2.119363784790039,4.341651916503906,29.5599308013916,2.6693925857543945,61.45706558227539,38.038551330566406,2.145012617111206,282.34429931640625,2.204674243927002,74.95816040039062
151120_CGI002b_CV7111_healthy_live_B cells.fcs,healthy,CV7111,B cells,900,0.9167645275592804,0.24648897349834442,13.662757396697998,1.7998000979423523,29.55146312713623,13.206648349761963,2.1904414892196655,75.21660232543945,0.04749326407909393,8.01892352104187
151120_CGI002b_CV7111_healthy_live_Basophils.fcs,healthy,CV7111,Basophils,58,0.5009913593530655,1.76179701089859,11.643723487854004,0.9357720911502838,1.3287550806999207,0.0,1.979040503501892,107.41926193237305,2.055907428264618,9.512256622314453
151120_CGI002b_CV7111_healthy_live_CD14 monocytes.fcs,healthy,CV7111,CD14 monocytes,7180,2.8345401287078857,3.635666251182556,58.29793739318848,3.944167137145996,54.02377510070801,21.058635711669922,1.8561714887619019,258.0563049316406,2.612585425376892,20.212881088256836
151120_CGI002b_CV7111_healthy_live_CD16 monocytes.fcs,healthy,CV7111,CD16 monocytes,806,5.288402795791626,6.93498682975769,18.958003044128418,5.640589952468872,34.476810455322266,106.9699592590332,5.226072072982788,134.00495147705078,0.4613513648509979,5.3476526737213135
151120_CGI002b_CV7111_healthy_live_CD1c DCs.fcs,healthy,CV7111,CD1c DCs,237,2.1623969078063965,2.3419206142425537,41.37725067138672,2.3554046154022217,60.5793571472168,33.34832000732422,12.897195816040039,420.967041015625,1.5802555084228516,67.3569107055664
151120_CGI002b_CV7111_healthy_live_CD4 T cells.fcs,healthy,CV7111,CD4 T cells,13603,1.4527337551116943,0.06430532038211823,7.551572799682617,1.4340124130249023,20.70140266418457,15.094694137573242,9.056926727294922,63.808101654052734,4.023792743682861,1.3014415502548218
151120_CGI002b_CV7111_healthy_live_CD8 T cells.fcs,healthy,CV7111,CD8 T cells,2808,1.1322351098060608,0.0,9.286428928375244,0.4922214597463608,25.903313636779785,16.82936954498291,5.257088661193848,107.39773941040039,3.0611401796340942,3.535749912261963
151120_CGI002b_CV7111_healthy_live_NK cells.fcs,healthy,CV7111,NK cells,10525,1.6518465280532837,0.22024601697921753,11.679242134094238,0.928026556968689,31.645122528076172,32.699440002441406,6.285948276519775,116.88546752929688,1.0045747756958008,2.8069279193878174
151120_CGI002b_CV7111_healthy_live_NKT cells.fcs,healthy,CV7111,NKT cells,5371,1.1275948286056519,0.053727246820926666,8.115503311157227,0.921985387802124,24.096677780151367,26.57135772705078,4.458676338195801,87.4320297241211,3.3707995414733887,2.2256815433502197
151120_CGI002b_CV7111_healthy_live_Total.fcs,healthy,CV7111,Total,46478,1.6065964102745056,0.837174117565155,12.821920394897461,1.637201964855194,28.717567443847656,20.249072074890137,4.757640600204468,109.42089080810547,2.450475335121155,3.9736204147338867
