FCS Filename,SampleType,Individuals,Medians_Ungated_Sm147Di--(pSTAT5), Medians_Ungated_Eu153Di--(pSTAT1), Medians_Ungated_Gd156Di--(pp38), Medians_Ungated_Gd158Di--(pSTAT3), Medians_Ungated_Tb159Di--(pMAPKAP2), Medians_Ungated_Dy162Di--(pPLCg2), Medians_Ungated_Dy164Di--(IkBa), Medians_Ungated_Ho165Di--(pCREB), Medians_Ungated_Er167Di--(pERK1_2), Medians_Ungated_Lu175Di--(pS6)
160217_CGI002_CV7036_singlets_CD16 monocytes.fcs,CD16 monocytes,CV7036,18.2279376983642,6.69352197647094,4.23116612434387,5.21253061294555,44.7855892181396,69.4160118103027,10.943058013916,207.37279510498,0.560830891132354,19.1576223373413
160217_CGI002_CV7036_singlets_CD1c DC.fcs,CD1c DCs,CV7036,13.1500749588012,4.1003930568695,12.2902817726135,3.68617010116577,58.6618671417236,41.5055866241455,51.8881034851074,390.63427734375,3.38387310504913,80.7125778198242
160217_CGI002_CV7036_singlets_CD4 T Cells.fcs,CD4 T cells,CV7036,5.55462408065795,0.361746340990066,0.739950478076934,2.36112856864929,30.7860584259033,11.8948383331298,33.637092590332,141.180923461914,2.09091591835021,10.5183515548706
160217_CGI002_CV7036_singlets_CD8 T cells.fcs,CD8 T cells,CV7036,5.76558518409729,0.0953133814036846,1.30529922246932,1.07256054878234,33.7612533569335,17.1189928054809,40.9316730499267,149.450736999511,1.33177316188812,11.6682391166687
160217_CGI002_CV7036_singlets_NK cells.fcs,NK cells,CV7036,6.9635272026062,1.07893431186676,4.814866065979,0.333283931016922,34.309190750122,35.244213104248,5.98659253120422,147.571235656738,0.810171723365783,11.6569590568542
160217_CGI002_CV7036_singlets_NKT cells.fcs,NKT cells,CV7036,5.57499003410339,0,0.406350851058959,0.205044984817504,19.4943265914917,30.2571372985839,4.71126079559326,75.8877220153808,0,5.69989109039306
160217_CGI002_CV7036_singlets_T cells.fcs,T cells,CV7036,5.61286807060241,0.2650136500597,0.904708802700042,1.89610540866851,31.1649866104125,13.2967681884765,34.2523651123046,142.220031738281,1.89205408096313,10.7828679084777
160217_CGI002_CV7036_singlets_pDC.fcs,pDCs,CV7036,9.33429956436157,4.50426077842712,4.76511812210083,1.86894071102142,47.9378852844238,34.2923870086669,21.4911966323852,288.285247802734,0.749299138784408,50.6333179473876
160217_CGI002_HD1_singlets_B cells.fcs,B cells,HD7,5.79186487197876,0.698831439018249,1.66706037521362,3.17278599739074,39.3751182556152,20.4955329895019,6.4503207206726,139.83055114746,0,22.7223510742187
160217_CGI002_HD1_singlets_Basophils.fcs,Basophils,HD7,9.81609630584716,2.8149573802948,0.545377969741821,1.26582765579223,10.9589195251464,1.58894383907318,10.7114477157592,78.0189514160156,1.32244718074798,11.6791925430297
160217_CGI002_HD1_singlets_CD14 monocytes.fcs,CD14 monocytes,HD7,25.535509109497,5.01361179351806,5.68168878555297,8.10175037384033,54.2188568115234,36.1682357788085,21.820363998413,309.970703125,1.86658585071563,31.5594444274902
