FCS Filename,SampleType,Individuals,Medians_Ungated_Sm147Di--(pSTAT5), Medians_Ungated_Eu153Di--(pSTAT1), Medians_Ungated_Gd156Di--(pp38), Medians_Ungated_Gd158Di--(pSTAT3), Medians_Ungated_Tb159Di--(pMAPKAP2), Medians_Ungated_Dy162Di--(pPLCg2), Medians_Ungated_Dy164Di--(IkBa), Medians_Ungated_Ho165Di--(pCREB), Medians_Ungated_Yb171Di--(CD161/pERK1/2), Medians_Ungated_Lu175Di--(pS6)
151030_CGI002_HD2_singlets_NKT cells.fcs,NKT cells,HD2,3.90000009536743,2.19799995422363,12.4530000686645,2.89700007438659,27.1000003814697,35.5130004882812,23.4039993286132,70.7580032348632,5.84800004959106,0.175999999046325
151030_CGI002_HD2_singlets_pDCs.fcs,pDCs,HD2,5.66000008583068,4.30299997329711,34.8935012817382,5.6414999961853,60.2819995880126,47.5440006256103,30.1389999389648,218.97900390625,0,32.1640005111694
151030_CGI002_HD3_singlets_CD14+ monocytes.fcs,CD14 monocytes,HD3,14.2690000534057,13.4860000610351,42.3279991149902,12.9720001220703,68.3430023193359,91.8190002441406,23.3430004119873,261.648010253906,2.21900010108947,51.9459991455078
151030_CGI002_HD3_singlets_CD16+ monocytes.fcs,CD16 monocytes,HD3,12.0789999961853,16.602499961853,28.2684993743896,13.0995001792907,51.7910003662109,106.723999023437,15.866000175476,132.423500061035,0,3.35899996757507
151030_CGI002_HD3_singlets_B cells.fcs,B cells,HD3,3.61349999904632,2.81299996376037,15.7150001525878,4.08999991416931,38.3420009613037,27.878999710083,18.4329996109008,66.9404983520507,0,6.26349997520446
151030_CGI002_HD3_singlets_Basophils.fcs,Basophils,HD3,11.5690002441406,1.70299994945526,7.21000003814697,1.41799998283386,8.69799995422363,2.02600002288818,22.1919994354248,68.890998840332,0,32.6529998779296
151030_CGI002_HD3_singlets_CD1c DCs.fcs,CD1c DCs,HD3,9.38500022888183,7.04199981689453,42.0649986267089,6.63100004196167,75.3600006103515,62.5400009155273,83.3109970092773,258.834014892578,0.735000014305114,15.2320003509521
151030_CGI002_HD3_singlets_CD4 T cells.fcs,CD4 T Cells,HD3,4.24100017547607,1.80499994754791,14.003999710083,2.91000008583068,30.9759998321533,19.7080001831054,50.9500007629394,69.7020034790039,0,0.105999998748302
151030_CGI002_HD3_singlets_CD8 T cells.fcs,CD8 T cells,HD3,4.22900009155273,1.79299998283386,13.9560003280639,2.21700000762939,31.9249992370605,20.8990001678466,50.8110008239746,81.1220016479492,0,0.714999973773956
151030_CGI002_HD3_singlets_NK cells.fcs,NK cells,HD3,5.51399993896484,3.61449992656707,14.2779998779296,3.15399992465972,33.1590003967285,59.1790008544921,30.0109996795654,97.2179985046386,4.23300004005432,0.176500000059604
151030_CGI002_HD3_singlets_NKT cells.fcs,NKT cells,HD3,3.96299993991851,2.32799994945526,11.4835000038146,2.47800004482269,25.9975004196167,34.773000717163,22.2484998703002,67.8209991455078,6.06750011444091,0.185999996960163
151030_CGI002_HD3_singlets_pDCs.fcs,pDCs,HD3,5.09200000762939,3.75300002098083,36.1959991455078,2.75500011444091,57.3370018005371,38.8320007324218,28.8729991912841,204.024002075195,0,46.5519981384277
151030_CGI002_HD4_singlets_CD14+ monocytes.fcs,CD14 monocytes,HD4,12.5430002212524,10.3839998245239,49.9550018310546,11.7130002975463,68.265998840332,81.4980010986328,24.9920005798339,257.947998046875,4.05100011825561,59.7620010375976
151030_CGI002_HD4_singlets_CD16+ monocytes.fcs,CD16 monocytes,HD4,10.6470003128051,12.6065001487731,34.1100006103515,10.1229996681213,51.505500793457,85.1940002441406,16.0010004043579,117.513000488281,0,2.93900001049041
151030_CGI002_HD4_singlets_B cells.fcs,B cells,HD4,4.2519998550415,2.27250003814697,18.0869998931884,3.6230000257492,37.0074996948242,27.1470003128051,18.1000003814697,50.5284996032714,0,3.66050004959106
151030_CGI002_HD4_singlets_Basophils.fcs,Basophils,HD4,9.17799997329712,1.47400003671646,6.90299987792968,0.979499995708465,5.68700003623962,2.9594999551773,20.5295000076293,64.95650100708,0,25.1215000152587
151030_CGI002_HD4_singlets_CD1c DCs.fcs,CD1c DCs,HD4,7.88000011444091,5.48199987411499,49.2560005187988,6.25899982452392,64.9010009765625,59.0250015258789,82.713996887207,238.787002563476,0.248999997973442,13.3940000534057
151030_CGI002_HD4_singlets_CD4 T cells.fcs,CD4 T Cells,HD4,4.09800004959106,1.47399997711181,15.7659997940063,2.86599993705749,30.6079998016357,16.6550006866455,49.5719985961914,61.9780006408691,0,0
151030_CGI002_HD4_singlets_CD8 T cells.fcs,CD8 T cells,HD4,3.89199995994567,1.36600005626678,15.616000175476,2.22600007057189,31.5370006561279,17.7989997863769,49.9679985046386,71.7030029296875,0,0.168999999761581
151030_CGI002_HD4_singlets_NK cells.fcs,NK cells,HD4,4.71849989891052,2.9025000333786,14.8324999809265,2.77600002288818,31.5924997329711,53.5469989776611,28.7649993896484,91.1520004272461,3.89800000190734,0.204000003635883
151030_CGI002_HD4_singlets_NKT cells.fcs,NKT cells,HD4,3.260999917984,1.78999996185302,12.9049997329711,2.60400009155273,24.3020000457763,31.4270000457763,21.69700050354,60.2150001525878,5.75400018692016,0
151030_CGI002_HD4_singlets_pDCs.fcs,pDCs,HD4,5.47599983215332,4.4850001335144,36.8790016174316,3.89800000190734,55.7529983520507,42.3619995117187,28.777000427246,202.046005249023,0.675000011920929,21.6490001678466
151030_CGI002_HD5_singlets_CD14+ monocytes.fcs,CD14 monocytes,HD5,14.8315000534057,14.6300001144409,50.3810005187988,14.0260000228881,74.3894996643066,101.336498260498,25.6754999160766,280.289001464843,4.84299993515014,63.1215000152587
151030_CGI002_HD5_singlets_CD16+ monocytes.fcs,CD16 monocytes,HD5,13.2024998664855,19.436499595642,34.6540012359619,14.6209998130798,55.0184993743896,116.40050125122,16.9514999389648,144.934501647949,0.206500001251697,2.8914999961853
151030_CGI002_HD5_singlets_B cells.fcs,B cells,HD5,3.47900009155273,2.64000010490417,15.5780000686645,3.95000004768371,37.0950012207031,27.1889991760253,17.3610000610351,56.8279991149902,0,5.00400018692016
151030_CGI002_HD5_singlets_Basophils.fcs,Basophils,HD5,12.3579998016357,1.84300005435943,8.38599967956543,1.4520000219345,13.1490001678466,3.53200006484985,22.0960006713867,82.261001586914,0,36.4160003662109
151030_CGI002_HD5_singlets_CD1c DCs.fcs,CD1c DCs,HD5,6.875,7.08949995040893,41.5020008087158,7.48800015449523,71.4729995727539,63.1604995727539,84.844497680664,251.639999389648,0.296000003814697,12.4695000648498
151030_CGI002_HD5_singlets_CD4 T cells.fcs,CD4 T Cells,HD5,4.08450007438659,1.77100002765655,14.4074997901916,3.00099992752075,30.7720003128051,19.2925004959106,50.6715011596679,67.7470016479492,0,0.0309999994933605
151030_CGI002_HD5_singlets_CD8 T cells.fcs,CD8 T cells,HD5,3.86599993705749,1.7150000333786,14.2930002212524,2.21900010108947,32.1199989318847,20.1140003204345,51.4720001220703,78.6760025024414,0.0529999993741512,0.79799997806549
151030_CGI002_HD5_singlets_NK cells.fcs,NK cells,HD5,5.96700000762939,3.64750003814697,14.0209999084472,2.87699997425079,33.1870002746582,57.4770011901855,29.9250001907348,96.3665008544921,4.34399986267089,0.195000000298023
151030_CGI002_HD5_singlets_NKT cells.fcs,NKT cells,HD5,3.86500000953674,2.33100008964538,11.7690000534057,2.32800006866455,25.3010005950927,34.8849983215332,22.7269992828369,68.0790023803711,5.49100017547607,0
151030_CGI002_HD5_singlets_pDCs.fcs,pDCs,HD5,5.3600001335144,6.6100001335144,31.8199996948242,3.8050000667572,57.6059989929199,51.4799995422363,33.1170005798339,211.39599609375,0,35.152000427246
151030_CGI002_HD6_singlets_CD14+ monocytes.fcs,CD14 monocytes,HD6,15.289999961853,13.5380001068115,43.0279998779296,13.6260004043579,68.5,94.0859985351562,23.886999130249,263.295989990234,2.16799998283386,50.2560005187988
151030_CGI002_HD6_singlets_CD16+ monocytes.fcs,CD16 monocytes,HD6,12.3680000305175,16.2910003662109,32.2340011596679,13.9540004730224,52.6609992980957,106.790000915527,13.9300003051757,127.498001098632,0,2.7369999885559
151030_CGI002_HD6_singlets_B cells.fcs,B cells,HD6,3.69600009918212,2.49300003051757,15.6669998168945,3.85149991512298,37.589500427246,28.1069993972778,17.7574996948242,56.8815002441406,0,5.38349986076355
151030_CGI002_HD6_singlets_Basophils.fcs,Basophils,HD6,10.5570001602172,1.84599995613098,7.31500005722045,0.861999988555908,10.1940002441406,3.02600002288818,21.4790000915527,76.1240005493164,0,32.5519981384277
151030_CGI002_HD6_singlets_CD1c DCs.fcs,CD1c DCs,HD6,9.1414999961853,6.89950013160705,40.2304992675781,6.76349997520446,70.8504981994628,64.0130023956298,83.7304992675781,254.391502380371,0.735000014305114,9.92049980163574
151030_CGI002_HD6_singlets_CD4 T cells.fcs,CD4 T Cells,HD6,4.19600009918212,1.73800003528594,13.9420003890991,3.03200006484985,31.6630001068115,19.2700004577636,50.7140007019043,66.5589981079101,0,0
151030_CGI002_HD6_singlets_CD8 T cells.fcs,CD8 T cells,HD6,4.31299996376037,1.73449999094009,14.3579998016357,2.30750000476837,32.7884998321533,20.8400001525878,52.2155017852783,78.6240005493164,0.0870000012218952,0.735500007867813
151030_CGI002_HD6_singlets_NK cells.fcs,NK cells,HD6,5.71899986267089,3.52300000190734,14.375,2.85800004005432,33.3930015563964,56.6150016784668,30.1749992370605,95.7119979858398,4.85599994659423,0.291000008583068
151030_CGI002_HD6_singlets_NKT cells.fcs,NKT cells,HD6,3.86050009727478,1.99150002002716,11.9060001373291,2.56000006198883,25.9724998474121,34.7255001068115,22.6730003356933,69.0790023803711,5.59850001335144,0.0484999995678663
151030_CGI002_HD6_singlets_pDCs.fcs,pDCs,HD6,6.14300012588501,4.34000015258789,36.5890007019043,3.9539999961853,58.6809997558593,43.3250007629394,29.7859992980957,218.328994750976,0.0989999994635582,29.4850006103515
